Customer Name,Age,Gender,Location,Choice of Beer,Prices
Customer 211,38,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 212,38,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 213,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 214,57,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 215,46,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 216,39,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 217,55,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 218,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 219,59,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 220,45,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 221,41,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 222,41,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 223,46,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 224,41,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 225,46,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 226,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 227,43,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 228,46,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 229,47,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 230,53,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 231,41,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 232,57,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 233,55,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 234,53,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 235,38,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 236,62,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 237,47,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 238,42,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 239,63,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 240,51,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 241,63,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 242,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 243,64,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 244,40,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 245,41,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 246,22,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 247,24,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 248,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 249,26,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 250,28,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 251,34,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 252,28,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 253,22,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 254,35,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 255,31,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 256,22,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 257,25,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 258,25,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 259,33,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 260,21,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 261,21,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 262,24,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 263,30,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 264,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 265,25,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 266,33,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 267,32,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 268,24,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 269,23,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 270,22,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 271,24,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 272,25,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 273,31,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 274,33,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 275,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 276,35,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 277,33,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 278,33,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 279,24,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 280,23,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 281,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 282,29,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 283,31,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 284,32,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 285,26,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 286,32,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 287,31,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 288,35,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 289,27,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 290,25,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 291,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 292,26,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 293,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 294,29,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 295,22,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 296,22,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 297,25,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 298,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 299,26,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 300,31,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 301,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 302,29,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 303,27,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 304,34,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 305,28,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 306,23,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 307,21,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 308,33,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 309,35,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 310,27,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 311,22,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 312,29,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 313,32,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 314,33,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 315,29,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 316,33,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 317,27,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 318,27,Male,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 319,26,Female,Near Shop C,Budweiser Can (Pack of 12),1100
Customer 320,26,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 321,22,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 322,35,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 323,30,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 324,26,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 325,32,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 326,27,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 327,28,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 328,32,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 329,21,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 330,35,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 331,22,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 332,34,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 333,25,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 334,32,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 335,24,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 336,27,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 337,22,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 338,26,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 339,34,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 340,32,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 341,33,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 342,21,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 343,27,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 344,31,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 345,29,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 346,29,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 347,29,Female,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 348,33,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 349,34,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 350,26,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 351,34,Male,Near Shop C,Stella Artois Can (Pack of 6),660
Customer 352,63,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 353,41,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 354,59,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 355,53,Female,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 356,57,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 357,44,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 358,64,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 359,41,Female,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 360,60,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 361,63,Male,Near Shop C,Stella Artois Bottle (Pack of 6),720
Customer 362,25,Male,Near Shop C,Stella Artois Can (Pack of 12),1200
Customer 363,30,Female,Near Shop C,Stella Artois Can (Pack of 12),1200
Customer 364,32,Male,Near Shop C,Stella Artois Can (Pack of 12),1200
Customer 365,23,Female,Near Shop C,Stella Artois Can (Pack of 12),1200
Customer 366,32,Male,Near Shop C,Stella Artois Can (Pack of 12),1200
Customer 367,25,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 368,25,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 369,34,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 370,29,Male,Near Shop C,Competitor Can (Pack of 6),540
Customer 371,28,Male,Near Shop C,Competitor Can (Pack of 6),540
Customer 372,29,Male,Near Shop C,Competitor Can (Pack of 6),540
Customer 373,31,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 374,24,Male,Near Shop C,Competitor Can (Pack of 6),540
Customer 375,22,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 376,31,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 377,25,Female,Near Shop C,Competitor Can (Pack of 6),540
Customer 378,53,Male,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 379,45,Female,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 380,44,Male,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 381,45,Male,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 382,36,Male,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 383,42,Male,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 384,63,Female,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 385,50,Female,Near Shop C,Competitor Bottle (Pack of 6),600
Customer 386,22,Female,Near Shop C,Competitor Can (Pack of 12),1000
Customer 387,30,Male,Near Shop C,Competitor Can (Pack of 12),1000
Customer 388,26,Female,Near Shop C,Competitor Can (Pack of 12),1000
Customer 389,29,Female,Near Shop C,Competitor Can (Pack of 12),1000
Customer 390,25,Male,Near Shop C,Competitor Can (Pack of 12),1000
Customer 391,34,Female,Near Shop C,Competitor Can (Pack of 12),1000
Customer 392,31,Female,Near Shop C,Competitor Can (Pack of 12),1000
Customer 393,23,Male,Near Shop C,Competitor Can (Pack of 12),1000
